Date,Open,High,Low,Close,Adj Close,Volume,SMA_9,SMA_21,EMA_9,EMA_21,DEMA_9,DEMA_21,MACD_Line,MACD_Signal_Line,RSI_14,Stoch_Oscillator_K,Stoch_Oscillator_D,BB_middle,BB_upper,BB_lower,ADX,ADX+DI,ADX-DI,CMF,OBV,CCI,Williams_%R,ATR,Target
2017-02-17,0.8082063637166957,0.77397468666296,0.8223999999999999,0.8141286900878142,0.7914175589848497,0.0214737112760085,0.9105102767266126,0.8910743106639734,0.8809006946205769,0.8881548938752397,0.8487404343355532,0.8882937799350205,0.7792748240075623,1.0,0.4673656419385253,0.0663725528471141,0.1437981267316114,0.8924264891997633,0.9788795778948768,0.7909641498392169,0.5640854232249854,0.329476954839053,0.4651054353468182,0.5482949973012679,0.0005327567284277,0.2959959853297361,0.111576567174063,0.68535868681221,1
2017-02-20,0.8072738558030664,0.7804662233363173,0.8246400390625,0.8310832408384028,0.8079328709993167,0.0150149051630907,0.897138250013087,0.8939189602978217,0.8778007302048829,0.8876781754663299,0.8465509579752494,0.8848120395794165,0.7516992148550588,0.9508215342464394,0.5081922011579434,0.1304096104788518,0.1018796473710919,0.8973587136483425,0.9746980272303644,0.8053191311905555,0.4967819134326712,0.3302389183326911,0.4327933368538462,0.5566881195781588,0.001642461720715,0.3005476948449703,0.2068299448630237,0.6638626949374284,1
2017-02-21,0.8327634805615974,0.7881381212674863,0.8451200195312499,0.8339089673579769,0.8106852863206443,0.0243174938629058,0.8841335867324108,0.8987792463943762,0.8759191660120023,0.8875278923298349,0.8463189215927861,0.8821865788429454,0.7294749453571252,0.9067621204049424,0.5150295650284691,0.1703269327662983,0.1065091627481113,0.9024950322192018,0.9690760634354544,0.8216000528834834,0.4431294467425419,0.3446065157687611,0.4141262790991579,0.5732872886851512,0.00324538464091,0.3061510695061809,0.2227053283735757,0.624973527760599,0
2017-02-22,0.8268572808970441,0.7869578500585959,0.8396799804687499,0.8238618332699668,0.8008983740093675,0.0230172895568894,0.8721207979938043,0.9031681344008848,0.8722862215708715,0.8863846926830823,0.8427246907226612,0.8780225952957351,0.7038975920932005,0.866086325460515,0.4889362832057047,0.1893644624166189,0.1485831332293611,0.9064578173724458,0.9636294462552848,0.835326789238909,0.3904849759221782,0.3269779770397992,0.417890525826423,0.5559328684565169,0.0017113978087614,0.2899797095887507,0.1662589222106971,0.5958185527468237,1
2017-02-23,0.824059662292686,0.7828268558030191,0.83872001953125,0.8266875597895409,0.8036508918415076,0.0353230895338759,0.8574997266397552,0.9071018754895726,0.8699782733576413,0.8856285175121852,0.841451222895229,0.8748281855486902,0.6837836555308969,0.8292769227556254,0.4966990420649771,0.1807667353787072,0.1658096662100512,0.9085667674779104,0.96170565822995,0.8416075114496474,0.3423529100479686,0.3123482361247751,0.4026551016025809,0.5316077553070644,0.0038978311116453,0.2831218888985425,0.1821343057212491,0.563551170241196,0
2017-02-27,0.82281628678669,0.7748598675573976,0.8198400390624999,0.803139679098803,0.7807133799214222,0.0230907367862513,0.8542669217040512,0.9078983763949152,0.8631451531377945,0.8825819259125554,0.8321187117960499,0.8677899532998125,0.652200995180801,0.7931266345796592,0.4346752880763362,0.1210857384990074,0.1489648789283911,0.90744426018603,0.9625190092860234,0.8384858706512089,0.3086624299037503,0.2899087426811024,0.4694038259201509,0.4630010394951738,0.0023599501494384,0.2577003221825252,0.0512809093307915,0.5497939946971055,1
2017-02-28,0.8010568834096169,0.7636471559995577,0.8185599609374999,0.8087912279545233,0.7862184155857027,0.0221825903995523,0.8516953776741024,0.9071181316224726,0.8588754919324508,0.880378501255547,0.8277896874561758,0.8626321183067859,0.6296831997557287,0.7594274679971313,0.4519085530247733,0.0923844682639911,0.1157892544053523,0.9066108853689911,0.9629914563325112,0.8363063900092235,0.2792634174046762,0.2764751861532646,0.4539456756476877,0.4252775622613853,0.0038496817100606,0.2559312943222704,0.0838189692430018,0.5203215769761056,1
2017-03-01,0.8066521206183334,0.7748598675573976,0.8256,0.8091052188603809,0.7865243078508365,0.0214146034268205,0.853275047161982,0.90633788685003,0.8555262571817366,0.8784068453125642,0.8251019577225419,0.8581685877948523,0.6112903707369709,0.7285646374371553,0.4529144089121811,0.0587855896023471,0.0740610533828021,0.9066789202033037,0.9629354569927616,0.8365026354878741,0.2412571899156833,0.3058157928324708,0.4250735480938841,0.3947326058032222,0.0052986950409972,0.2655067416650878,0.0856267311800398,0.5010733790325979,0
2017-03-02,0.8100714744074246,0.7680732405695873,0.7999999999999999,0.785557338169643,0.763586488398313,0.0262002638774872,0.850005514851827,0.905183775824266,0.8478601077319023,0.8742552711928564,0.814798968128056,0.8500701157320075,0.5818822907676464,0.6976331166569614,0.3893314551388361,0.0451292878592816,0.0480773161332366,0.9027841646940432,0.964055767808604,0.8274599468734404,0.2273231869451098,0.2726680521574456,0.5145112518237379,0.3765629244107431,0.0035959487323579,0.2438201877377155,0.0120552979138643,0.5113122677613565,0
2017-03-03,0.7705937566271027,0.7409265525205041,0.7907200195312499,0.7751962131757753,0.753493786332715,0.031198168299637,0.8454502105266973,0.9009249269596058,0.8395330008716482,0.8694430769070678,0.8039263706264018,0.8411825826638707,0.5521683327783866,0.6665817274214346,0.3634596819163863,0.0190985315772023,0.023007127796107,0.8967634503707398,0.9627942962310794,0.8166270598469315,0.2213115208946018,0.2570214649435816,0.536627165274924,0.2552075717530682,0.0016282163921398,0.2306981516105771,0.0090496539466349,0.4899471966897164,1
2017-03-06,0.778054104526548,0.7376807391593649,0.79392001953125,0.7808477620314953,0.758999027018621,0.0214800234226061,0.8395723956010998,0.8954632036311576,0.8340681503539789,0.8656345588990058,0.7985961730800092,0.8344793920511674,0.5322545937602644,0.6375143370690504,0.3846710088855762,0.0258813316806503,0.0117509989877113,0.888055526182618,0.9504392778185986,0.8120260419011999,0.215837529388228,0.2460954698140037,0.5143682346960604,0.1800829816445602,0.0030806982538054,0.2382005012723083,0.1051092738319439,0.4609861683816184,0
2017-03-07,0.7749456183298233,0.7388610103682552,0.7936,0.7777080446060638,0.7559407194321597,0.0191056891181498,0.8329965923952961,0.8869780231283124,0.8290313683866084,0.8618577151839562,0.7940205512931063,0.8281195837379495,0.5149198551024458,0.6105814852736411,0.3760218682377464,0.0441678813442987,0.0114221140271196,0.879806805984132,0.9384852696486784,0.8079309340328559,0.2094430627860577,0.2397436848487253,0.4905727375208398,0.0549214302544851,0.0017541022378537,0.2379381189483884,0.0645805792644215,0.4357225134497937,0
2017-03-08,0.7721479997254651,0.7347300161126785,0.7766400390625,0.7708006279434851,0.7492123197289695,0.0270664924420228,0.8267881526223423,0.8787366647762647,0.8235391512791208,0.8577321969007838,0.7885951490204074,0.8213987143489448,0.4975205946132675,0.5853425709004751,0.3565500794691262,0.0885194640686679,0.0351701335078331,0.8703505401412037,0.9203539823686716,0.8078891475790381,0.2164475474054388,0.2189124233064089,0.5509189667192669,0.1015249321353763,5.42898656640152e-06,0.2183771010731632,0.1364427053307861,0.4312942391027694,1
2017-03-09,0.7659310273320157,0.7288285700193058,0.7808,0.7720564957503435,0.7504354787462536,0.0155236085755821,0.8203960311329636,0.8697638250897988,0.8194113341561879,0.8541075456610991,0.7855660662991005,0.8158297981903649,0.4852147745524824,0.562539783780169,0.3621530226666913,0.1047350765445595,0.0621449983209144,0.8609793126508372,0.8980215997586538,0.8124341687382203,0.2228530951537272,0.2064885119978347,0.5216397038108912,0.0893738989208218,0.0011421051425936,0.2176086384214515,0.1516861088956381,0.4112609590641916,0
2017-03-10,0.788622938622718,0.7424019140438474,0.7827200195312499,0.7692307692307694,0.7476830634249261,0.015626004750227,0.816428510542602,0.8606609462614845,0.8155106731181672,0.8505293109352354,0.7827403104085916,0.8105429057114445,0.4745669532377317,0.5420377743813973,0.3533516245099258,0.1231199080999991,0.0891534841211692,0.8524584686860879,0.876844971304584,0.8174818862728136,0.2114210091797276,0.2490470419310963,0.4730532332507099,0.0351167695283886,0.0,0.2281238384647427,0.1173881601254354,0.4120315617545496,1
2017-03-14,0.7876904307090887,0.7497787216605633,0.7968000000000001,0.7817896389324961,0.7599163962815841,0.0226402641008401,0.813269182777885,0.8531673253767549,0.8150497505006906,0.8485345887426057,0.7857067832799146,0.8082478559573861,0.4746602032977079,0.5256559572576698,0.4129019629880402,0.1695564648931464,0.1168752130748231,0.8432573179008447,0.8334698426670102,0.8444849177011166,0.1921869718754283,0.2566995073604278,0.4234499019053219,0.0,0.0015139971582844,0.269125338822938,0.2698245217682427,0.4180334828414151,1
2017-03-15,0.7740130155527236,0.7701386926729151,0.7974400390624999,0.8163265306122449,0.793558394797535,0.0399591340978501,0.8141141141890228,0.8461613587149706,0.8219949294922952,0.8501813057160514,0.8008678288980412,0.8124637469208388,0.4964831005970261,0.5171819618551382,0.5477647744494877,0.3603082142871639,0.2043035381640116,0.8424749640192111,0.8312326735379314,0.8452561009325202,0.1702971546923665,0.3117221049131681,0.364294691696518,0.021350261877856,0.0039462308902013,0.3472839790142755,0.6995909618788625,0.4413377430584332,1
2017-03-16,0.8172210495779738,0.7816464945452077,0.8345599609375,0.8291993912198294,0.8060977224301397,0.031754385103453,0.8192204636634272,0.8460800830111461,0.8302771731120795,0.8529679969952733,0.8166631291638636,0.8184615402690815,0.5219568464597084,0.5158090408777288,0.5894340334177725,0.6351170339057239,0.3794512534327236,0.8423899256666494,0.8309358234641682,0.8453963390773037,0.1608186710263889,0.3446067643705163,0.3395747183381722,0.2148344338097864,0.00594345352697,0.4303141999786831,0.906733927018427,0.4260116628507913,0
2017-03-17,0.824059662292686,0.7789908618129742,0.8217599609375,0.8062793965242347,0.7837716875078836,0.0221217165589776,0.8228573594064322,0.8448121790550831,0.8320491744945799,0.8532050982412653,0.8195801067217722,0.8196190923009915,0.5283156149476308,0.5160602211037706,0.5030327190601461,0.7565207805473502,0.5802442923962003,0.8429681854260034,0.8314787157458625,0.8459935691772139,0.1392704215488881,0.3139853889609043,0.3815811629357962,0.1457103260137798,0.0044569494625298,0.3777790709021502,0.6185379787436416,0.4266540343001791,1
2017-03-20,0.7991917727188881,0.768368240835119,0.8134400390625,0.8106750775730966,0.7880534616440672,0.014053955242354,0.8263473120185055,0.8455924287882008,0.8343976540080575,0.8538610289716229,0.8232583342372314,0.8214357664018007,0.536174944416469,0.5179291453045679,0.5183638569648878,0.7485385120929651,0.7130529474287273,0.842815117429458,0.8311882750025663,0.8459896881739207,0.1147870451708786,0.2884555604960475,0.3976801996219598,0.2285596105177754,0.0055157054400833,0.3585352440203377,0.6766631321846851,0.4224754485357833,0
2017-03-21,0.8078955909877995,0.764827427208448,0.8073599609375001,0.7934066317332222,0.7712324623860918,0.0167519476046096,0.8281841291827549,0.8445521007713856,0.8326194790760466,0.8527272792431204,0.8194796424783021,0.8199624044657884,0.5319951941711982,0.5185372191814144,0.4572504105653426,0.5889422192732342,0.6972571296824659,0.8416926153279067,0.8298167964249505,0.8451641705762579,0.0979273905024895,0.2627061378836813,0.3963876535291328,0.1740583859611488,0.0043139034518587,0.3253828028706007,0.4483182971127823,0.421943829698347,0
2017-03-22,0.7761889938358192,0.7491885410316576,0.7977599609375,0.785557338169643,0.763586488398313,0.0157680907002525,0.829910741801566,0.8430728869303248,0.8295346852473504,0.8509102111297258,0.8138413627849096,0.8173127381408324,0.5241373235420457,0.5173560078714581,0.4310728946409744,0.4935453296953606,0.6072965672750071,0.839226503103617,0.8254042335793312,0.8448212620009764,0.0911215776895886,0.2444069982866274,0.4261861018617768,0.1573809555993869,0.0031642649935271,0.2853990278514589,0.3445251902619174,0.4105066396786998,1
2017-03-23,0.7830277014140016,0.7450575467760808,0.7955200195312501,0.7893249415902179,0.7672564780042291,0.0230095755812087,0.83193124068224,0.840910950232195,0.8278647198735645,0.8496357908071466,0.8111947422335376,0.8157145097818549,0.5205253568232556,0.5156444736421244,0.4466315546753605,0.3952569970413824,0.4864434470341863,0.8368114118147327,0.8196618181206634,0.8459789762449016,0.0868756938076702,0.2285006076697524,0.4120844644008039,0.1420211777463567,0.0046978428351007,0.2881381710762351,0.3943451213469132,0.396588996069266,1
2017-03-24,0.7824059662292685,0.7928592961519687,0.8063999999999999,0.8323391086452612,0.8091561325274136,0.0851861930924644,0.8393152479247302,0.8408296745283708,0.8356379069703299,0.852786628967626,0.8251735400501871,0.8220177315024463,0.5440585670031681,0.5192696830667008,0.5958219292004118,0.5292322055587978,0.4660174095553837,0.8372706209946976,0.8215563444991785,0.8449153092521219,0.093124307051574,0.394177342518103,0.3353837558252565,0.2686641588880111,0.0095279893461916,0.4463969661256039,0.8331413310263763,0.4444536568357159,1
2017-03-27,0.8215729112806943,0.8025966461864653,0.8419200195312501,0.8527472719105673,0.8290354393718505,0.0881891146060824,0.8476176637493452,0.8423251494630066,0.8461783167437702,0.8576956323046101,0.84266960402413,0.8311389501364893,0.5748953790593966,0.5287143257544151,0.6508150072552368,0.741753270983013,0.5509261944624667,0.8386822607614197,0.8284062450478014,0.840567267366639,0.1058694090735737,0.3975411559151687,0.2969469742793567,0.4448986387804872,0.0145173490370124,0.5313491827378339,0.9549590315084854,0.4518135515663196,1
2017-03-28,0.8479950439528546,0.8090882729087436,0.8672000000000001,0.8627943101820057,0.8388221466615019,0.0732171845105529,0.8530546380711058,0.8441944906509642,0.8567383173581637,0.8631649316250891,0.8587367954789827,0.8408420650806377,0.6048257028254563,0.5426221316740921,0.6759680444595089,0.9487284306516112,0.7402617437798146,0.8419137181587646,0.8401040360213721,0.8347994651659333,0.1221773767457786,0.4064979225036102,0.2789360762425463,0.5615580282457079,0.0187129055643498,0.5490546445119824,0.9888492073626988,0.4316373663818181,0
