Date,Open,High,Low,Close,Adj Close,Volume,SMA_9,SMA_21,EMA_9,EMA_21,DEMA_9,DEMA_21,MACD_Line,MACD_Signal_Line,RSI_14,Stoch_Oscillator_K,Stoch_Oscillator_D,BB_middle,BB_upper,BB_lower,ADX,ADX+DI,ADX-DI,PSAR,CMF,OBV,CCI,Williams_%R,ATR
2017-01-02,67.0999984741211,67.55000305175781,65.69999694824219,66.05000305175781,61.4780158996582,6869503,,,,,,,,,,,,,,,,,,,,6869503.0,,,
2017-01-03,66.5,66.80000305175781,65.69999694824219,66.1500015258789,61.57108688354492,3323564,,,,,,,,,,,,,,,,,,,,10193067.0,,,
2017-01-04,66.3499984741211,66.9000015258789,65.5,65.75,61.19877243041992,3698802,,,,,,,,,,,,,,,,,,,,6494265.0,,,
2017-01-05,66.0999984741211,68.0,65.94999694824219,67.5,62.8276481628418,10842222,,,,,,,,,,,,,,,,,,65.5,,17336487.0,,,
2017-01-06,67.75,68.5,66.94999694824219,67.19999694824219,62.548397064208984,4708592,,,,,,,,,,,,,,,,,,65.5,,12627895.0,,,
2017-01-09,67.8499984741211,68.5,67.1500015258789,68.3499984741211,63.618812561035156,2886785,,,,,,,,,,,,,,,,,,65.62,,15514680.0,,,
2017-01-10,68.8499984741211,70.0,68.4000015258789,69.9000015258789,65.06151580810547,6108650,,,,,,,,,,,,,,,,,,65.7352,,21623330.0,,,
2017-01-11,70.5,73.69999694824219,70.0999984741211,72.55000305175781,67.528076171875,16348712,,,,,,,,,,,,,,,,,,65.991088,,37972042.0,,,
2017-01-12,72.80000305175781,73.75,71.80000305175781,72.3499984741211,67.34192657470703,6726583,68.42222256130643,,68.42222256130643,,68.42222256130643,,,,,,,,,,,,,66.60780071585938,,31245459.0,,,
2017-01-13,72.9000015258789,73.44999694824219,71.19999694824219,72.55000305175781,67.528076171875,6595497,69.14444478352864,,69.24777865939672,,69.90822353786893,,,,,,,,,,,,,67.32202064427345,,37840956.0,,,
2017-01-16,72.94999694824219,75.1500015258789,72.5,74.69999694824219,69.52925109863281,8724396,70.09444427490234,,70.33822231716582,,71.73893314615887,,,,,,,,,,,,,67.96481857984611,,46565352.0,,,
2017-01-17,75.0,76.0999984741211,74.6500015258789,75.55000305175781,70.32041931152344,9160548,71.18333350287543,,71.38057846408421,,73.33503204481336,,,,,,,,,,,,,68.82704053337005,,55725900.0,,,
2017-01-18,75.5999984741211,77.0,75.55000305175781,76.80000305175781,71.48388671875,8962794,72.21666717529297,,72.46446338161894,,74.89513418023004,,,,,,,,,,,,,69.8452546450752,,64688694.0,,,
2017-01-19,77.25,78.0,74.30000305175781,77.0999984741211,71.76312255859375,28956770,73.31666734483507,,73.39157040011938,,76.0777926538086,,,,,,,,,,,,,70.99001390186316,,93645464.0,,-7.200012207031248,
2017-01-20,77.0,79.69999694824219,76.75,78.05000305175781,72.64738464355469,22158057,74.39444563123915,,74.32325693044706,,77.21758395766058,,,,95.15821129610701,,,,,,,41.10331782755323,8.217033206444134,72.2518113995278,,115803521.0,,-11.619677824569019,2.2310262437817423
2017-01-23,78.25,79.0999984741211,77.44999694824219,78.0,72.600830078125,9675460,75.29444546169705,,75.05860554435765,,77.96234605725694,,,,94.59199716342522,89.73616596694804,,,,,,37.77493689217369,7.551650991206612,73.74144850927067,,106128061.0,,-11.971812067555621,2.169173260477908
2017-01-24,78.25,80.0,77.9000015258789,78.55000305175781,73.11276245117188,10442500,75.96111212836371,,75.75688504583769,,78.63850105734116,,,,94.94807473873159,88.69608312423172,,,,,,38.28266041308039,6.797239905264061,74.93315819706497,,116570561.0,,-10.320260735180241,2.162058464803543
2017-01-25,79.69999694824219,79.69999694824219,77.94999694824219,78.80000305175781,73.345458984375,12644279,76.67777930365668,,76.36550864702173,,79.15770033717172,,,,95.10581680576091,89.50418347796017,89.31214418971331,,,,,35.13285751255438,6.23797976664902,75.94652655765198,,129214840.0,,-9.195376763383589,2.1209684528163866
2017-01-27,79.1500015258789,79.80000305175781,78.19999694824219,78.5999984741211,73.15929412841797,8489960,77.35000101725261,,76.8124066124416,,79.4036783368975,,,,92.61435894587912,89.86313589964156,89.35446750061116,,,,,32.96837643765111,5.770499832300861,76.75722124612159,,120724880.0,,-10.894954802511469,2.0704479087413517
2017-01-30,78.5,78.75,77.25,77.44999694824219,72.0888900756836,4483892,77.65555657280817,,76.93992467960172,,79.11495651289451,,,,79.68783747930551,85.97562687117137,88.44764874959104,73.09750061035156,82.58746813013965,63.607533090563464,,30.649405178304875,9.819412733788791,,,116240988.0,74.54816607866019,-21.982787820590822,2.016506514400956
