Date,Open,High,Low,Close,Adj Close,Volume,SMA_9,SMA_21,EMA_9,EMA_21,DEMA_9,DEMA_21,MACD_Line,MACD_Signal_Line,RSI_14,Stoch_Oscillator_K,Stoch_Oscillator_D,BB_middle,BB_upper,BB_lower,ADX,ADX+DI,ADX-DI,PSAR,CMF,OBV,CCI,Williams_%R,ATR
2017-01-02,604.7249755859375,605.0499877929688,596.0250244140625,598.5499877929688,562.4244995117188,1854328,,,,,,,,,,,,,,,,,,,,1854328.0,,,
2017-01-03,600.4000244140625,600.9749755859375,592.875,594.9500122070312,559.0419311523438,1923750,,,,,,,,,,,,,,,,,,592.875,,-69422.0,,,
2017-01-04,594.9249877929688,596.0,591.9000244140625,592.75,556.9746704101562,3483560,,,,,,,,,,,,,,,,,,,,-3552982.0,,,
2017-01-05,594.5,597.25,591.5499877929688,593.0999755859375,557.303466796875,3388192,,,,,,,,,,,,,,,,,,,,-164790.0,,,
2017-01-06,595.0499877929688,599.2000122070312,594.0999755859375,596.8250122070312,560.8037109375,2762630,,,,,,,,,,,,,,,,,,,,2597840.0,,,
2017-01-09,599.4249877929688,602.0750122070312,596.0750122070312,597.5999755859375,561.5318603515625,2286898,,,,,,,,,,,,,,,,,,591.5499877929688,,4884738.0,,,
2017-01-10,598.0999755859375,608.4000244140625,597.6500244140625,607.1749877929688,570.5289916992188,2773058,,,,,,,,,,,,,,,,,,591.76048828125,,7657796.0,,,
2017-01-11,608.75,619.0499877929688,607.75,617.0,579.7611083984375,4671702,,,,,,,,,,,,,,,,,,592.4260697265624,,12329498.0,,,
2017-01-12,617.5,621.8499755859375,612.75,617.5,580.2308349609375,1458158,601.7166612413195,,601.7166612413195,,601.7166612413195,,,,,,,,,,,,,594.0235048105468,,13787656.0,,,
2017-01-13,619.5,619.8499755859375,614.2999877929688,616.25,579.0562744140625,1925206,603.6833292643229,,604.6233289930556,,606.9486631944444,,,,,,,,,,,,,596.249622472578,,11862450.0,,,
2017-01-16,616.75,624.7249755859375,616.4000244140625,623.8250122070312,586.1741333007812,1882932,606.8916625976562,,608.4636656358507,,613.3962023111978,,,,,,,,,,,,,598.2976507216468,,13745382.0,,,
2017-01-17,623.5,626.2000122070312,618.125,619.25,581.8751831054688,1779806,609.8361070421007,,610.6209325086805,,616.292775347222,,,,,,,,,,,,,600.9403832080759,,11965576.0,,,
2017-01-18,620.4500122070312,628.0,620.4249877929688,621.2999877929688,583.8015747070312,2306444,612.9694417317709,,612.7567435655383,,619.0028666818575,,,,,,,,,,,,,603.9715386879506,,14272020.0,,,
2017-01-19,622.4500122070312,622.4500122070312,617.5,618.1500244140625,580.8416137695312,1756206,615.3388875325521,,613.8353997352431,,619.6952231640623,,,,,,,,,,,,,607.3355232716375,,12515814.0,,-27.023243586287272,
2017-01-20,618.0,622.5,615.0,618.1749877929688,580.8650512695312,6971034,617.625,,614.7033173467883,,620.0855101790797,,,,68.55869472093093,,,,,,,30.62491157904034,9.969536763394022,610.2285500136082,,19486848.0,,-26.954756972992165,7.566489150817154
2017-01-23,618.0,625.0,617.9000244140625,622.3250122070312,584.7646484375,2396924,619.308336046007,,616.2276563188369,,621.752881762309,,,,72.52684483716412,76.81758838931431,,,,,,31.086088541783422,8.96708530015667,612.7165530117031,,21883772.0,,-15.569234272777654,7.516826451709165
2017-01-24,625.0,635.75,624.625,633.7750244140625,595.5236206054688,5130932,621.1722276475695,,619.7371299378821,,626.9648891878958,,,,80.01947633518559,84.33591314394816,,,,,,39.411889230823256,7.443090742394802,614.8562355900647,,27014704.0,,-4.468269322385677,8.124495271059335
2017-01-25,636.2999877929688,647.7999877929688,635.0499877929688,645.2999877929688,606.3529663085938,7818492,624.2611151801216,,624.8497015088994,,634.7219661657243,,,,84.57849104018132,91.7690013269365,84.30750095339965,,,,,46.87686838411821,6.248358523204692,617.9000244140625,,34833196.0,,-4.655492424027163,8.712883390684189
