Date,Open,High,Low,Close,Adj Close,Volume,SMA_9,SMA_21,EMA_9,EMA_21,DEMA_9,DEMA_21,MACD_Line,MACD_Signal_Line,RSI_14,Stoch_Oscillator_K,Stoch_Oscillator_D,BB_middle,BB_upper,BB_lower,ADX,ADX+DI,ADX-DI,PSAR,CMF,OBV,CCI,Williams_%R,ATR
2017-02-17,805.0,811.0,790.0999755859375,796.5,792.7715454101562,4259173,782.9166666666666,770.6214279901413,784.615126338425,767.8419750398452,794.6071567055736,786.8901459443547,19.793144059732867,20.50173690166163,68.45877307272627,80.47770809916433,80.45766898649849,772.7424987792969,811.7346766403997,733.750320918194,28.685808078931895,28.567738670147854,13.307546803922186,747.9114177757812,0.04711776180032315,18021390.0,130.16757504947552,-20.18093935558406,17.542310846347863
2017-02-20,801.9000244140625,805.0,795.0,797.0499877929688,793.319091796875,847401,785.5500013563368,773.8999982561384,787.1020986293338,770.4972489264927,797.0853007557798,790.2276532820899,19.620727394445566,20.325535000218416,68.65795174721653,83.43135474979164,81.62180236767267,776.4424987792969,809.4566110520291,743.4283865065647,29.387910642466448,27.25899256651566,12.697901069283223,752.9585043537187,0.05101800644876458,18868791.0,123.96658282888743,-19.4154724386038,16.95641815222605
2017-02-21,799.1500244140625,800.5999755859375,791.0999755859375,797.9000244140625,794.1651000976562,632134,788.9166734483507,777.4642857142857,789.2616837862796,772.9884103344536,798.975913612993,793.1898337558702,19.329854268687313,20.126398853912196,68.98395352089614,78.23912052223966,80.71606112373188,779.7,807.2275233848342,752.1724766151659,29.457692649109383,26.038584156326895,13.967378109973842,757.6018240054212,0.06426433357200682,19500925.0,105.51122679319289,-25.686226639093135,16.380796584849346
2017-02-22,799.7999877929688,804.4500122070312,793.75,795.8499755859375,792.1246337890625,1106511,791.8277791341146,780.4690464564732,790.5793421462113,775.0667344482249,799.4048526955273,795.3210503893047,18.7181423204089,19.844747547211536,67.16937751513876,75.06412356621705,78.91153294608279,782.325,805.0868437523694,759.5631562476307,29.80408169194217,26.55072920633975,13.247946827171976,761.8736780849875,0.045472008496503326,18394414.0,104.89757577496842,-29.705930223651965,15.944766335243798
2017-02-23,798.5,814.4000244140625,792.5,810.9500122070312,807.1539916992188,4575547,795.3888888888889,783.6880958193824,794.6534761583753,778.3288506081163,804.9731918075593,799.7074252453629,19.230129985173562,19.72182403480394,72.8370257101624,79.34128448111302,77.54817618985658,783.1125,808.5358354009967,757.6891645990032,30.771762458743588,28.47598804352047,11.897227250075705,765.8037838381886,0.08543550356013785,22969961.0,133.83046332449123,-6.583989693915826,16.399441964336518
2017-02-27,807.5,812.5,795.5499877929688,800.5,796.7529296875,2381678,796.205552842882,783.9404761904761,795.8227809267003,780.3444096437421,805.0139972607074,801.6118038918078,18.578493934098674,19.49315801466289,64.53400931581821,79.06110943090951,77.82217249274653,783.8850006103515,810.4118401054745,757.3581611152285,31.643624867772854,26.24558676926011,10.965368774149287,770.663407895776,-0.07209612398985982,20588283.0,105.13712192626981,-26.526751789703695,16.441271430436345
2017-02-28,801.9000244140625,808.4500122070312,798.7999877929688,802.0999755859375,798.3453369140625,972189,797.5166625976562,784.7523803710938,797.0782198585478,782.3221883657599,805.4355440712314,803.4541637931085,17.983865519922688,19.19129951571485,65.18832873169566,81.13863127561088,79.84700839587781,785.2100006103516,812.5829699111276,757.8370313095755,32.43116773555124,25.042954514576554,10.46291073088933,775.0370695476047,-0.035423123057300124,21560472.0,95.24312974578318,-23.47336468954785,15.927642846469531
2017-03-01,802.0999755859375,827.2000122070312,802.0499877929688,824.1500244140625,820.292236328125,2968583,801.9444444444445,787.0642874581473,802.4925807696508,786.1247189156055,813.50992886868,808.7924516221457,19.072022474935352,19.16744410755895,72.6713472131354,81.69878904368197,80.63284325006745,787.7100006103516,819.3814376540894,756.0385635666138,34.17923679390674,30.68475423562237,9.27062521718115,778.9733650342505,0.04025847822863388,24529055.0,153.98930119124634,-4.9035163897025225,16.62222159407329
2017-03-02,827.5,828.7000122070312,812.75,816.1500244140625,812.3297119140625,4455373,804.5722249348959,789.0642874581473,805.2240694985331,788.8542921427379,816.2231389608623,811.9427520824402,19.069045474162408,19.147764380879643,67.04073251283475,83.27831984053547,82.0385800532761,789.6650024414063,823.2333150578532,756.0966898249593,35.83339732964182,29.148139944006413,8.601211415577522,784.7605626949842,-0.023598465125393354,20073682.0,147.02226301644353,-21.788159399143183,16.571790472758966
2017-03-03,816.0,817.0,803.0,809.5,805.7107543945312,1317035,806.0166693793403,790.6095261346726,806.0792555988265,790.7311746752163,815.5626600489245,813.4269405590169,18.318915728570005,18.981994650417718,62.69237487298438,78.09463961285773,81.02391616569173,791.6200012207031,825.0266035765006,758.2133988649056,35.94053867360355,27.28573950304456,12.5014255677639,790.9120856266708,-0.10872717210870596,18756647.0,90.38031489358531,-39.024405372581086,16.379538227175487
2017-03-06,812.9000244140625,822.2000122070312,811.0999755859375,818.9500122070312,815.116455078125,1439574,808.4500054253472,792.9214303152902,808.6534069204675,793.2965235417449,818.2994515378587,816.2611733147716,18.276291793654536,18.840854079065082,66.0611882400742,73.02120042973671,78.13138662770997,794.3025024414062,827.439417030689,761.1655878521234,36.341920983491114,28.088252454120436,11.76693478135287,796.2023953479212,-0.08484350937101584,20196221.0,117.96682323330464,-20.123833939065637,16.10538977841933
2017-03-07,820.0,821.0,814.0,817.0,813.1755981445312,949754,810.5722249348959,795.3833356584821,810.322725536374,795.4513850379499,819.3750161230121,818.2873043736149,17.879063613958806,18.648495986043827,64.76165635681994,72.23437825545665,74.45007276601704,796.8175018310546,828.8082818533425,764.8267218087668,36.707978306986675,27.141704722069182,11.37040012870129,800.7520617081966,-0.0753553568160211,19246467.0,110.10707970460926,-24.148625921983356,15.429061105126104
2017-03-08,823.0499877929688,838.9500122070312,819.2000122070312,824.9000244140625,821.0386962890625,3815129,813.8000081380209,798.1547648111979,813.2381853119118,798.128534072142,822.8123856016524,821.322232590194,17.994296319718273,18.517656052778715,67.54695517241865,77.26410061918087,74.1732264347914,799.3950042724609,831.7124390160257,767.0775695288962,37.9476423130107,32.72388447709682,10.208662503229922,804.6647747780335,-0.07885000849472762,23061596.0,149.64273528624915,-23.9352382814084,15.912047103068174
2017-03-09,826.0,827.7999877929688,820.0,825.4500122070312,821.5861206054688,1597549,815.411119249132,800.6357189360119,815.6805506909358,800.6123048116774,825.2938032259474,823.9554586822114,17.923388818316766,18.398802605886328,67.73814069446114,74.76017909048214,74.75288598837322,802.2875061035156,833.0208469387175,771.5541652683138,39.08130558931366,31.492528347863395,9.82452414846261,810.1504127666731,-0.038860625928139776,24659145.0,120.3448725066343,-27.635598525161832,15.312793776373837
2017-03-10,835.0499877929688,838.9000244140625,826.1500244140625,828.9000244140625,825.02001953125,1352797,818.5666775173611,803.5547688802084,818.3244454355612,803.1839156846215,828.1301632592708,826.7427927241472,17.938794013867323,18.306800887482527,68.97292924083663,75.8086899941831,75.94432323461537,805.2500061035156,834.1988713291621,776.3011408778691,40.571739956792506,34.825804867363274,9.182856612479908,814.7583486771304,-0.04512875367902884,26011942.0,140.79885686802476,-21.00309321088045,15.175521943068796
2017-03-14,843.0,851.4500122070312,832.0,836.1500244140625,832.2360229492188,3116342,822.3500162760416,806.721435546875,821.8895612312615,806.1808346600253,832.5862281267894,830.3224674008703,18.32478048885571,18.310396807757165,71.44618693962634,75.33641039963415,75.3017598280998,808.1125061035157,837.3932009751229,778.8318112319084,42.355947931690054,37.02289236060898,8.214195442298566,818.6290148419145,-0.0729626012810423,29128284.0,162.0990902159345,-25.352077065055244,15.717732848819299
2017-03-15,837.0,848.4500122070312,835.1500244140625,844.1500244140625,840.1986083984375,1718310,824.5722384982639,809.8285784040179,826.3416538678218,809.6325791831197,838.4606614934924,834.7174676048827,19.056538775654417,18.459625201336614,73.91691118743655,80.42049241787213,77.18853093722979,810.6625061035156,843.009290575845,778.3157216311863,43.992973459182835,34.698073776361106,7.6983925700405935,824.5367943676355,-0.060609751799999854,30846594.0,152.00736238063394,-12.383352470447917,15.540339033259666
