Date,Open,High,Low,Close,Adj Close,Volume
2017-01-02,451.3999938964844,452.0,441.25,447.75,440.9225158691406,3054394
2017-01-03,449.6000061035156,457.79998779296875,443.5,455.25,448.3081359863281,4621782
2017-01-04,455.0,460.0,451.95001220703125,453.1000061035156,446.19091796875,3703873
2017-01-05,454.6000061035156,463.8999938964844,453.25,458.04998779296875,451.0654296875,5829373
2017-01-06,459.70001220703125,461.79998779296875,454.04998779296875,455.20001220703125,448.2589416503906,4431212
2017-01-09,456.8999938964844,459.3500061035156,451.54998779296875,452.75,445.84625244140625,2690456
2017-01-10,455.5,456.04998779296875,424.3999938964844,447.3500061035156,440.5285949707031,9436151
2017-01-11,451.8500061035156,457.54998779296875,448.20001220703125,453.6000061035156,446.6833190917969,5678047
2017-01-12,454.20001220703125,461.3999938964844,452.6000061035156,455.20001220703125,448.2589416503906,5106342
2017-01-13,457.0,475.20001220703125,455.20001220703125,472.79998779296875,465.59051513671875,12693510
2017-01-16,472.5,480.5,468.29998779296875,477.25,469.9726867675781,7430300
2017-01-17,477.29998779296875,488.20001220703125,476.95001220703125,487.20001220703125,479.7709655761719,11331156
2017-01-18,487.1499938964844,491.70001220703125,483.25,488.5,481.0511169433594,8789347
2017-01-19,486.70001220703125,487.8999938964844,479.29998779296875,483.79998779296875,476.4227600097656,7688347
2017-01-20,458.0,461.3999938964844,448.0,450.75,443.876708984375,30189779
2017-01-23,445.25,448.95001220703125,441.1000061035156,445.0,438.21441650390625,16502895
2017-01-24,447.79998779296875,452.54998779296875,445.29998779296875,451.25,444.369140625,7103963
2017-01-25,452.0,465.1000061035156,452.0,463.54998779296875,456.4815368652344,14328065
2017-01-27,465.25,478.8500061035156,465.25,472.8500061035156,465.6398010253906,8821164
2017-01-30,472.0,476.6000061035156,470.8500061035156,471.8999938964844,464.7042541503906,4525720
2017-01-31,472.0,472.0,464.29998779296875,466.0,458.8942565917969,10629001
2017-02-01,467.75,479.8999938964844,460.0,475.6499938964844,468.3970031738281,8340303
2017-02-02,476.25,486.0,473.3500061035156,482.54998779296875,475.1918640136719,7557596
2017-02-03,483.70001220703125,492.5,480.1499938964844,490.70001220703125,483.2176208496094,7134563
2017-02-06,494.75,500.20001220703125,492.0,498.29998779296875,490.7016906738281,8575116
2017-02-07,498.3999938964844,499.70001220703125,490.6000061035156,493.3999938964844,485.87640380859375,5242366
2017-02-08,492.3999938964844,492.70001220703125,481.8500061035156,487.6000061035156,480.16485595703125,9694192
2017-02-09,491.0,494.54998779296875,482.95001220703125,485.25,477.8507385253906,7938519
2017-02-10,489.75,492.5,486.20001220703125,488.8999938964844,481.44500732421875,10345868
2017-02-13,492.70001220703125,493.8500061035156,486.75,490.29998779296875,482.82366943359375,6626404
2017-02-14,490.29998779296875,491.45001220703125,482.1000061035156,486.8999938964844,479.4754943847656,4089031
2017-02-15,488.0,493.45001220703125,483.79998779296875,488.20001220703125,480.7557067871094,6242589
2017-02-16,487.70001220703125,494.3500061035156,486.54998779296875,493.1499938964844,485.6302490234375,5218900
2017-02-17,501.0,504.0,487.3999938964844,489.1000061035156,481.6419677734375,12983330
2017-02-20,489.3999938964844,490.6499938964844,479.6499938964844,481.04998779296875,473.7147521972656,5840632
2017-02-21,481.8999938964844,509.04998779296875,481.20001220703125,504.3500061035156,496.65948486328125,16440027
2017-02-22,508.5,528.0499877929688,507.79998779296875,525.2999877929688,517.2900390625,20167381
2017-02-23,525.0,530.0,518.0499877929688,528.1500244140625,520.0965576171875,10360480
2017-02-27,527.9000244140625,527.9000244140625,507.29998779296875,508.95001220703125,501.1893310546875,7372140
2017-02-28,509.3999938964844,512.5,504.6000061035156,506.6499938964844,498.92437744140625,5799421
2017-03-01,511.0,522.0,510.1499938964844,513.4000244140625,505.5715026855469,7624002
2017-03-02,515.0999755859375,519.7999877929688,503.70001220703125,506.29998779296875,498.5797119140625,7112655
2017-03-03,507.25,515.0,506.25,512.9000244140625,505.0790710449219,3965255
2017-03-06,514.7000122070312,520.7999877929688,512.2999877929688,518.6500244140625,510.7413024902344,6994407
2017-03-07,519.0,519.9000244140625,509.25,511.79998779296875,503.9958190917969,6043543
2017-03-08,504.6000061035156,512.7999877929688,500.25,510.1499938964844,502.3710021972656,8850848
2017-03-09,509.6000061035156,519.5499877929688,506.5,516.4000244140625,508.5257263183594,8560015
2017-03-10,519.2000122070312,520.0,513.0,515.9000244140625,508.0332946777344,5494130
2017-03-14,524.9000244140625,525.6500244140625,509.54998779296875,510.8999938964844,503.10955810546875,7975713
2017-03-15,514.7000122070312,515.7999877929688,509.04998779296875,511.70001220703125,503.8973693847656,6248549
2017-03-16,513.0,516.7999877929688,511.29998779296875,513.6500244140625,505.817626953125,5362177
2017-03-17,515.2999877929688,519.0,511.70001220703125,517.1500244140625,509.2641906738281,20296836
2017-03-20,518.0,518.25,501.29998779296875,502.8500061035156,495.18231201171875,4932998
2017-03-21,498.75,500.0,486.04998779296875,488.29998779296875,480.85418701171875,11017752
2017-03-22,485.0,502.3999938964844,484.0,485.45001220703125,478.04766845703125,12685275
2017-03-23,487.54998779296875,492.0,483.0,488.25,480.8049011230469,6942275
2017-03-24,491.0,495.70001220703125,484.8500061035156,489.3500061035156,481.8882141113281,5501203
2017-03-27,488.3999938964844,493.25,483.54998779296875,487.1499938964844,479.7216796875,5384510
2017-03-28,492.29998779296875,505.0,490.04998779296875,502.79998779296875,495.133056640625,11194711
2017-03-29,506.0,513.0,500.1000061035156,504.20001220703125,496.5117492675781,12677454
2017-03-30,498.95001220703125,504.0,495.0,499.25,491.63720703125,8454772
2017-03-31,499.70001220703125,503.70001220703125,488.79998779296875,490.79998779296875,483.3160400390625,6985211
2017-04-03,495.70001220703125,503.70001220703125,491.3500061035156,500.6000061035156,492.9666442871094,5755303
2017-04-05,503.8500061035156,510.54998779296875,498.8500061035156,508.29998779296875,500.5491943359375,6595144
2017-04-06,507.70001220703125,517.6500244140625,505.1499938964844,508.70001220703125,500.943115234375,9928098
